Products,ADM2,1/1/2017,2/1/2017,3/1/2017,4/1/2017,5/1/2017,6/1/2017,7/1/2017,8/1/2017,9/1/2017,10/1/2017,11/1/2017,12/1/2017,1/1/2018,2/1/2018,3/1/2018,4/1/2018,5/1/2018,6/1/2018,7/1/2018,8/1/2018,9/1/2018,10/1/2018,11/1/2018,12/1/2018,1/1/2019,2/1/2019,3/1/2019,4/1/2019,5/1/2019,6/1/2019,7/1/2019,8/1/2019,9/1/2019,10/1/2019,11/1/2019,12/1/2019,1/1/2020,2/1/2020,3/1/2020,4/1/2020,5/1/2020,6/1/2020,7/1/2020,8/1/2020,9/1/2020,10/1/2020,11/1/2020,12/1/2020,1/1/2021,2/1/2021,3/1/2021
Хонины мах_кг,Ерөө,"6,500.","6,500.","5,833.33","6,333.33","6,333.33","6,500.","6,500.","6,500.","6,500.","5,000.","6,333.33","6,000.","5,000.","5,333.33","5,433.33","5,500.","6,000.","6,000.","6,000.","5,833.33","5,500.","6,000.","6,000.","6,333.33","6,333.","6,500.","6,500.","7,250.","9,000.","9,000.","10,500.","10,500.","7,500.","7,000.","6,250.","6,500.","6,750.","8,500.","8,250.","8,250.","9,250.","9,500.","8,500.","7,925.","7,750.","7,750.","7,750.",,"8,000.","8,000.","8,000."
Хонины мах_кг,Мандал,"5,500.","6,000.","6,000.","6,833.33","7,333.33","7,300.","7,300.","7,300.","7,300.","5,166.67","5,266.67","5,266.67","5,266.67","5,266.67","5,166.67","6,700.","6,700.","6,700.","6,700.","6,700.","6,700.","6,000.","6,000.","6,000.","7,500.","7,266.67","7,933.33","8,000.","11,333.","10,833.","10,833.","9,500.","9,333.","9,333.","9,000.","9,000.","9,000.","9,333.","9,667.","9,667.","9,667.","9,667.","9,666.67","9,666.67","9,166.67","9,166.67","9,166.67","9,166.67","9,166.67","9,933.33","9,933.33"
Хонины мах_кг,Сайхан,"4,833.33","5,666.67","5,666.67","6,500.","6,833.33","6,666.67","6,666.67","6,666.67","6,666.67","4,566.67","7,000.","7,000.","7,000.","7,500.","7,500.","6,766.67","6,766.67","6,433.33","5,833.33","5,333.33","5,333.33","5,333.33","5,333.33","5,333.33","6,500.","6,500.","6,500.","8,000.","9,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.","8,333.33","8,333.33","8,333.33","7,600.","7,600.","7,600.","7,600.","7,600.","7,600."
Хонины мах_кг,Цагааннуур,"3,800.","3,800.","4,500.","5,500.","5,500.","6,000.","6,000.","6,000.","5,000.","5,000.","5,500.","5,500.","5,000.","5,000.","5,000.","5,000.","6,500.","6,000.","6,000.","6,000.","6,000.","6,000.","5,500.","5,500.","6,500.","6,500.","6,500.",,,,,,,"7,500.","7,000.","7,000.",,,"6,500.",,,"8,500.","8,000.","8,000.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500."
Хонины мах_кг,Шаамар,"6,500.","5,500.","6,000.","6,500.","6,500.","7,166.67","7,166.67","7,166.67","7,000.","7,166.67","6,000.","5,900.","6,000.","6,000.","5,900.","5,900.","6,433.33","6,433.33","6,433.33","6,433.33","6,433.33","6,500.","6,000.","6,500.","6,000.","6,000.","7,500.","8,500.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","9,000.","8,000.","8,250.","7,850.","8,250.","7,500.","7,666.67","7,666.67","7,666.67"
Хонины мах_кг,Айраг,"5,000.","5,500.","5,500.","6,200.","6,200.","6,200.","6,200.","6,200.","6,000.","6,200.","6,200.","6,200.","6,000.","6,000.","6,000.","6,200.",,"6,800.","6,800.","6,800.","6,800.","5,750.","6,500.","6,500.","6,500.","6,800.","6,800.",,,"8,000.",,"8,000.","8,000.","8,000.","7,500.","7,000.","7,000.","7,200.","7,200.","8,000.","8,000.","8,000.","8,000.","8,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,500.","7,500."
Хонины мах_кг,Даланжаргалан,"4,500.","4,500.","4,500.","5,000.",,"6,000.",,,,,,,"4,000.","4,000.","4,000.","5,000.","5,000.",,"6,000.",,,,"5,300.","5,500.","5,000.","5,500.","5,000.","5,000.","6,750.","6,750.","6,750.","6,750.","7,250.","6,500.","6,500.","6,500.","6,500.","6,500.","6,500.","7,250.","7,250.","8,500.","8,500.","8,500.","8,500.","8,500.","7,250.","7,250.","7,250.","7,250.","7,250."
Хонины мах_кг,Замын-Үүд,,"5,400.","5,500.","7,167.","6,600.","6,000.","6,000.","5,500.","5,500.","5,500.","4,500.","4,500.","5,033.","6,250.","6,250.","7,000.","6,900.","6,867.","6,800.","6,800.","6,433.","6,166.67","6,166.67","6,166.67","6,167.","6,166.67","6,166.67","6,167.","8,167.","8,167.","8,167.","8,667.","8,833.","8,833.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","7,500.","7,500.","7,500.","7,500.","7,500."
Хонины мах_кг,Хатанбулаг,"5,500.","4,000.","5,000.","6,000.","5,500.","6,000.","6,000.","5,500.","5,000.",,,,"4,000.","4,000.","5,500.","5,500.",,"6,500.","6,500.","6,500.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Хонины мах_кг,Эрдэнэ,,,,,"5,800.","5,800.","5,800.","5,800.","5,800.","5,800.","5,000.","4,500.","4,500.","4,500.","4,500.","6,250.","5,750.","7,000.","7,000.",,"7,000.","5,500.","5,750.","5,750.","5,750.","6,500.","6,750.","6,750.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","8,000.","8,000.","8,000.","8,000.","8,000.",,,,"8,000.","8,000.","8,000.","8,000.","6,500.","6,500.","6,500.","6,000.","6,000."
Хонины мах_кг,Гурвантэс,,,,,,,,,,"5,500.","5,100.","5,100.","5,100.","5,500.","5,500.","5,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,250.","7,250.","7,250.","7,250.","7,250.","7,250.","7,250.","7,250.","7,250.","7,250.","7,250.","7,250.","7,750.","7,750.","7,750.","7,750.","7,750.","7,750.","7,750.","7,750.","7,750.","7,750.","7,500.","7,500.","7,500.","7,500.","7,500.","7,750.","7,750.","7,750."
Хонины мах_кг,Номгон,,,,,"6,500.",,,,,,"4,000.","4,000.","4,000.",,,"7,000.",,,,,,,,,,,,,,,,,,,,,,,,,,"10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.",,,
Хонины мах_кг,Ханбогд,,,,,,,,,"5,000.","5,000.","5,000.","5,000.","4,500.","4,500.","4,500.","5,000.","5,000.","5,000.","5,000.","7,000.","5,000.","6,800.","6,800.","6,800.","7,000.","7,300.","7,800.",,,"8,500.",,"7,800.","7,800.","7,800.","7,800.","7,800.","7,800.","7,800.","8,500.",,"8,500.","8,500.","8,700.","8,800.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500."
Хонины мах_кг,Цогтцэций,"3,933.33",,"5,800.","6,500.","6,800.","3,100.","3,100.","5,000.",,,,"4,133.33","4,266.67","4,266.67","4,166.7","6,250.","6,250.","6,250.","7,700.","6,500.","6,500.","6,333.33","6,333.33","5,800.","6,800.","6,800.",,,,"8,650.",,"7,800.","7,650.",,,"7,650.","7,650.",,,"8,500.",,,,,,,,,,,
Хонины мах_кг,Сайхан-Овоо,"3,500.","3,500.","1,167.","3,500.","3,500.","3,500.","3,500.","3,500.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Хонины мах_кг,Эрдэнэдалай,,,,,,,,,,"4,500.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Хонины мах_кг,Баяндун,"5,000.","5,167.","5,167.","5,167.","5,500.","5,667.","6,000.","6,000.","5,000.","5,500.","5,333.33","5,433.33","5,833.","5,833.","5,000.","5,000.","5,000.","5,833.","5,833.","5,000.","5,000.","5,000.","5,000.","5,000.","5,667.","7,000.","7,833.33","8,500.","8,667.","8,333.","7,333.","7,167.","7,500.","7,500.","7,500.","7,500.","7,600.","7,600.","6,000.","6,000.","5,750.","5,750.","5,750.","7,500.","7,500.","6,500.","6,500.","6,500.","6,500.","6,000.","6,000."
Хонины мах_кг,Баян-Уул,"5,500.","5,750.","5,750.","5,750.","5,750.","6,000.","6,500.","6,500.","5,750.","5,500.","5,500.","5,500.","5,750.","5,750.","5,000.","5,000.","5,000.","5,750.","5,750.","5,000.","5,000.","5,000.","3,667.","5,000.","4,333.","8,500.","8,500.","8,500.","7,500.","8,250.","7,250.","6,750.","7,500.","7,000.","7,000.","7,000.","7,000.","7,000.","7,167.","7,000.","7,500.","7,500.","8,000.","7,000.","7,000.","7,000.","7,500.","7,500.","6,500.","6,500.","6,500."
Хонины мах_кг,Дашбалбар,"5,333.","5,500.","5,500.","5,500.","5,833.","6,000.","6,000.","5,933.","5,167.","5,000.","5,000.","5,166.67","5,933.","5,933.","5,000.","5,000.","5,000.","5,933.","5,933.","5,000.","5,000.","5,000.","5,500.","5,000.","6,000.","7,000.","8,000.","8,500.","8,500.","8,000.","6,500.","6,500.","7,000.","7,000.","6,500.","6,700.","6,700.","7,000.","5,500.","5,500.","6,000.","6,000.","6,000.","6,000.","5,500.","5,500.","5,200.","5,200.","6,000.","6,000.","6,000."
Хонины мах_кг,Халхгол,"5,500.","5,500.","5,500.","5,500.","5,500.","6,000.","6,000.","6,000.","6,000.","6,000.","5,500.","5,500.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,250.","6,250.","7,000.","8,000.","8,250.","8,000.","8,000.","7,250.","7,750.","7,750.","6,750.","6,750.","6,750.","6,750.",,,,,,,,,"9,500.","9,500.",,,
Хонины мах_кг,Цагаан-Овоо,"5,500.","5,500.","5,500.","5,500.","5,500.","5,833.","6,000.","6,000.","6,000.","6,000.","5,900.","5,900.","6,000.","6,000.","5,500.","5,500.","5,500.","6,000.","6,000.","5,500.","5,500.","5,500.","6,000.","6,000.","7,000.","7,000.","7,500.","8,000.","9,000.","8,000.","6,500.","6,500.","7,000.","8,000.","8,000.","8,000.","8,000.","8,500.",,"8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","7,000.","7,000.","7,000."
Хонины мах_кг,Мөнххаан,"5,500.","5,500.","5,500.","5,500.","5,500.","5,000.","5,000.","5,000.","5,000.","5,000.","4,500.","4,500.","4,500.","4,500.","4,500.","5,000.","5,000.","5,500.","5,833.33","5,833.33","5,833.33","5,833.33","5,833.33","5,833.33","5,833.","5,833.33","5,833.33","5,833.","6,000.","9,000.","8,500.","8,000.","7,167.","6,167.","6,000.","6,000.","6,000.","6,000.","6,000.","6,667.","6,667.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500."
Хонины мах_кг,Онгон,"5,000.","5,000.","5,000.","5,000.","5,000.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,166.67","5,000.","5,000.","5,000.","5,000.","5,000.","5,166.67","5,166.67","5,166.67","5,166.67","5,166.67","5,167.","5,166.67","5,166.67","5,167.","5,167.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500."
Хонины мах_кг,Эрдэнэцагаан,"5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","4,000.","4,000.","4,000.","5,000.","5,000.","5,750.","5,750.","5,750.","5,750.","5,750.","5,750.","5,750.","5,750.","5,750.","5,750.","5,750.","7,000.","7,000.","7,000.","7,750.","7,750.","7,500.","7,500.","7,500.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,666.67","7,000.","7,333.33","7,333.33","7,333.33","7,333.33","7,333.33","7,333.33"
Хонины мах_кг,Батноров,"6,300.","6,300.","6,300.","6,300.","6,300.","6,300.","6,300.",,,,,,,,,,,,,,,,,,,"7,500.","7,500.","7,500.",,,"6,000.","7,500.",,,,,"7,500.","7,500.","10,000.","10,000.",,,,,,,,"6,500.","8,500.",,
Хонины мах_кг,Биндэр,"5,400.","5,400.","5,400.","5,400.","5,400.","5,400.","5,400.","5,400.","5,400.","5,300.",,,,,"6,500.",,,,"5,500.",,,,,,,,,,,,,,,,,,"6,500.","6,000.","5,800.","7,000.","7,000.","8,000.","8,000.","8,000.","6,750.","6,750.","6,500.","6,500.","6,500.","6,500.","6,500."
Хонины мах_кг,Дадал,"5,266.67","5,266.67","5,266.67","5,266.67","5,266.67","5,266.67","5,266.67","5,266.67","5,266.67","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.",,"5,000.","6,500.","6,500.","6,500.","6,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000."
Хонины мах_кг,Өмнөдэлгэр,"6,300.","6,300.","6,300.","6,300.","6,300.","6,300.","6,300.",,,,,,,,,,,,,,,,,,,"7,833.33",,,,,,"8,500.","8,500.","8,500.","8,500.","8,500.",,,,,,,,,,,"6,500.",,,,
Хонины мах_кг,Бор-Өндөр,"5,200.","5,250.","5,250.","5,250.","7,650.","7,650.","7,650.","5,600.","6,000.","6,000.","6,000.","6,000.","5,500.","5,500.","5,500.","7,500.","7,500.","7,500.","7,400.","6,500.","5,666.67","5,666.67","5,666.67","6,333.33","6,333.","7,833.33","7,833.33","8,833.","9,333.","9,333.","9,333.","9,000.","8,000.","8,000.",,,"7,500.","8,500.","8,500.","8,500.","8,500.","8,833.","8,833.33","9,500.","7,333.33","6,333.33","7,000.","7,000.","8,166.67","8,166.67","8,166.67"
Хонины мах_кг,Бэрх,"5,400.","5,400.","5,400.","5,400.","5,500.","6,000.","6,500.","6,500.","6,500.",,,,"6,500.","6,500.",,"6,500.","6,500.","6,500.","6,500.","6,500.","6,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.",,,"6,000.","7,500.",,,,,"7,500.","7,500.","10,000.","10,000.",,,,,,,,"6,500.","8,500.",,
"Үхрийн мах, кг",Алдархаан,"4,250.","4,250.","4,250.","4,250.","4,250.","4,250.","4,250.","5,666.67","4,250.","4,250.","4,250.","4,250.","4,250.","4,250.","4,333.33","7,000.","7,000.",,"7,000.",,,"6,500.","6,500.","6,500.","6,500.","6,500.",,,,,,,,,"6,500.","6,500.",,,,,,,,,,,,,,,
"Үхрийн мах, кг",Баянтэс,"4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","5,000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Үхрийн мах, кг",Их-Уул,"4,167.","4,166.67","4,166.67","4,166.67","4,300.","4,300.","4,300.","5,333.33","4,300.","4,300.","4,300.","4,300.","4,300.","4,300.","4,300.","4,300.","6,500.","6,500.","6,500.","6,500.","6,500.","6,500.","6,500.","6,500.","6,500.","6,500.","6,500.","6,500.","7,500.","7,500.","7,500.","7,500.","7,500.","8,500.","8,500.","7,000.","7,000.","7,000.","7,167.",,"9,000.","12,000.","12,000.","12,000.","10,000.","9,500.","8,500.","7,500.","8,000.","8,000.","8,000."
"Үхрийн мах, кг",Отгон,"3,667.","3,666.67","3,666.67","3,666.67","3,666.67","3,666.67","3,666.67","3,666.67","3,666.67","3,666.67","3,666.67","3,666.67","3,667.","3,666.67","3,666.67","3,666.67","3,666.67",,,,"4,500.","4,750.","4,667.","5,000.","5,833.","6,000.","6,166.67",,,,,,,,,,,,,,,,,,,,,,,,
"Үхрийн мах, кг",Тосонцэнгэл,"4,167.","4,166.67","4,166.67","4,166.67","4,166.67","5,500.","6,166.67","6,000.","6,166.67","6,166.67","5,333.33","5,333.33","5,333.","5,333.33","5,333.33","5,333.33","5,333.33","7,000.","6,333.33","6,333.33","6,333.33","6,666.67","6,667.","6,666.67","7,000.","7,000.","7,000.","7,000.","8,167.","8,167.","8,167.","8,167.","8,833.","8,833.","9,000.",,"9,000.","9,000.","9,000.","9,000.","9,500.","9,500.","9,500.","9,500.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000.","10,000."
"Үхрийн мах, кг",Тэлмэн,"4,000.","4,000.","4,000.","4,000.","4,000.","6,500.","6,500.","6,000.","6,000.","6,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.",,,,,,,,,
"Үхрийн мах, кг",Тэс,"4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","5,666.67","4,000.","4,000.","4,000.","4,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.",,,,,,"4,800.",,,,,,,,,,,,,,,,,,,,,,,"8,000.","8,000.","8,000.","8,000.","8,000."
"Үхрийн мах, кг",Баян-Уул,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000.","5,000.",,,,,,,,,,,,,,,,,,,,,,,,
"Үхрийн мах, кг",Цогт,,,,,,,,,,,,,"3,500.","3,500.","3,500.","3,500.",,,,"3,500.","3,500.",,,,"4,000.","5,000.","5,000.","5,000.",,,,,,,,,,,,,"6,250.","6,250.","6,250.","6,250.","6,250.","6,250.","6,250.","6,250.","6,250.","6,250.","6,250."
"Үхрийн мах, кг",Эрдэнэ,,,,,,,,,,,,,,,,,"6,000.","5,667.","5,667.","5,667.","5,667.","6,000.","5,666.67","5,833.33","5,500.","5,500.","5,500.","5,167.",,,,,,,,,,,,,,,,,,,,,,,
"Үхрийн мах, кг",Булган,"3,500.","3,500.","3,500.","3,500.","3,500.","3,500.","5,000.","5,000.","4,000.","4,500.","4,333.33","4,333.33","4,333.33","4,333.33","4,333.33","4,333.33","4,500.","6,000.","6,000.","6,000.","6,000.","4,250.","4,250.","4,250.","4,250.","4,250.","6,500.","5,750.","5,750.","10,000.","10,000.","6,500.","6,500.","4,833.","4,833.","4,833.","4,833.","6,000.","6,000.","7,000.",,,,,,,"7,000.","7,000.","7,000.","7,000.","7,000."
"Үхрийн мах, кг",Дэлүүн,"3,800.","3,500.","4,000.","4,000.","4,200.","4,500.","4,500.","5,167.","5,167.","5,167.","5,167.","4,500.","4,500.","4,500.","4,500.","4,800.","4,800.","7,000.","7,000.","7,000.","7,000.","5,800.","5,800.","5,800.","5,800.","5,500.","5,500.","6,500.","6,500.","8,500.","8,000.","8,000.","7,000.","6,500.","6,800.","6,800.","6,800.","6,800.","6,800.","7,000.","7,000.","7,000.","7,000.","7,000.","7,500.","7,000.","7,000.","7,500.","7,500.","7,500.","7,500."
"Үхрийн мах, кг",Ногооннуур,"1,500.","1,500.","1,500.","1,500.","1,500.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Үхрийн мах, кг",Сагсай,"4,000.","4,000.","4,000.","4,000.","5,000.","5,000.","6,500.","7,000.","7,000.","5,500.","5,500.","5,000.","4,500.","4,500.","4,500.","4,500.","4,500.","7,000.","7,000.","7,000.","6,500.","6,500.","5,500.","5,000.","6,500.","7,000.","7,000.","7,000.","7,000.","10,000.","10,000.","10,000.","10,000.","10,000.","6,500.","6,500.","6,500.","6,500.","7,000.","7,000.","8,000.","8,000.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500.","8,500."
"Үхрийн мах, кг",Улаанхус,"4,500.","4,500.","4,500.","4,500.","4,500.",,,"6,000.","6,000.","6,000.","4,350.","4,350.","4,350.",,,,,,"7,000.","7,000.","7,000.","7,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","7,000.","8,500.","8,500.","8,500.","8,500.","6,500.","6,500.","6,500.","6,500.","6,500.",,"6,500.","6,500.","6,500.","6,500.","6,500.","6,500.","6,500.",,,,
"Үхрийн мах, кг",Цэнгэл,"6,500.","6,500.","6,500.","6,500.","6,500.","5,500.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.",,,"6,667.","6,667.","9,667.","9,667.","9,667.","9,667.","9,667.","9,667.","9,667.","9,667.","9,667.","9,666.67","9,666.67","9,666.67","9,666.67","9,666.67","9,666.67","9,666.67","9,666.67","9,666.67"
"Үхрийн мах, кг",Булган,"5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","5,500.","6,000.","6,000.","6,000.","6,000.","8,000.","8,000.","6,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","8,500.","8,500.","9,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500.","7,500."
"Үхрийн мах, кг",Зэрэг,,,,,,,,,,,,,"4,000.","4,000.","4,000.","5,500.","5,500.","6,500.","6,500.",,,,,,,,,,,,,,,,,"10,000.","7,000.","10,000.",,,,,,,,,"7,500.","7,500.","10,000.",,
"Үхрийн мах, кг",Манхан,,,,,,,,,,"5,000.","5,000.","5,000.","5,000.","5,000.","8,000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Үхрийн мах, кг",Мөст,,,,,,,,"5,000.","5,000.","5,000.","5,000.","5,000.","5,000.","5,000.",,,"6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.","6,000.",,,"6,000.","8,000.","9,000.","9,000.","9,000.","9,000.","9,000.","8,000.","8,000.","8,000.","8,000.",,,,,,,,,,,,,
"Үхрийн мах, кг",Мянгад,,,,,,,,,,,"5,000.","5,000.","5,000.","5,000.","5,250.","5,250.","5,250.","7,000.","8,500.","3,750.","8,500.","5,000.","5,000.","5,000.","3,750.","7,500.","7,500.",,,,,,,,,,,,,,,,,"9,000.",,,"7,500.","7,500.","7,500.",,
"Үхрийн мах, кг",Үенч,,,,"5,000.","5,000.","5,000.","5,000.","5,000.","4,833.33","4,866.67","4,866.67","4,866.67","4,866.67","4,866.67","4,866.67","4,866.67","4,866.67","4,866.67","4,866.67","6,000.","4,866.67","4,866.67","4,866.67","4,866.67","5,667.","5,666.67","6,000.",,,,,,,,"6,500.","7,000.","7,000.","7,167.","7,000.","7,000.","8,000.","9,500.","8,500.","8,500.","8,000.","7,500.","7,500.","7,000.","7,000.",,
"Үхрийн мах, кг",Ховд,,,,,,,,,,,,,"4,894.44","4,894.44","5,523.33","5,279.17","5,773.33",,,,,,,,,"6,000.","6,000.","6,000.","6,000.",,,,,,,,,,,,,,,,,"7,500.",,,,,
"Үхрийн мах, кг",Өмнөговь,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,000.","6,000.","7,000.",,,,,,,,,,,,,
"Үхрийн мах, кг",Тариалан,,,,,,,,,,,,,,,"4,000.","4,000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Үхрийн мах, кг",Хяргас,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,200.",,,,,,,,,,,,,,,
"Үхрийн мах, кг",Бат-Өлзий,"4,000.","5,000.","5,000.",,"6,000.","6,000.","6,000.","6,000.","5,600.","5,500.","5,500.","4,500.","4,000.","4,000.","5,000.","5,000.","6,000.","7,000.","5,500.","5,500.","6,000.","6,000.","6,000.","6,000.","6,000.","8,000.","8,000.","8,000.","8,000.",,,"9,000.","8,000.","8,000.","7,000.",650.,"7,000.","7,000.","7,500.","9,500.","9,500.","11,000.","9,500.","8,500.","8,000.","8,000.","8,000.","8,750.","8,000.","8,000.","8,000."
"Үхрийн мах, кг",Баян-Өндөр,,,,,,,,,,,"4,000.","4,000.","4,000.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Үхрийн мах, кг",Богд,"4,725.","5,000.","5,000.","6,500.",,,"6,000.","6,000.","5,500.","5,166.67","5,000.","4,000.","4,000.","4,000.","4,000.","4,000.","4,000.","6,000.","6,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","7,000.","6,000.","7,000.","7,000.","7,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.","8,000.",,,,,"9,000.","8,500.","6,500.","6,500.","7,000.","7,000.","7,000.","7,000.","7,000."
